name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
washington dc,2012-03-24,19.8,12.9,16.1,19.8,12.9,16.1,14.3,89.5,1.66,100,33.33,rain,,,,25,72.9,1013,93.3,9.1,95.4,8.3,3,,2012-03-24T07:04:30,2012-03-24T19:24:32,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-03-25,16,10.8,12.7,16,10.8,12.7,10.8,88.6,2.77,100,16.67,rain,,,,22,131.5,1009.2,92.1,14,136,11.8,5,,2012-03-25T07:02:55,2012-03-25T19:25:30,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,KADW,74594013705"
washington dc,2012-03-26,15.7,7.8,13.3,15.7,3.5,12.8,0.8,47.8,1.45,100,29.17,rain,,,62,45.2,334,1013.3,27.6,16,270.2,23.3,9,,2012-03-26T07:01:21,2012-03-26T19:26:29,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-03-27,12.8,1.6,7,12.8,-2.9,4.6,-10.1,29.5,0,0,0,,,,47.9,33.9,266,1026.1,15.8,16,282.5,24.6,9,,2012-03-27T06:59:47,2012-03-27T19:27:27,0.1,Clear,Clear conditions throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-03-28,22.1,8,15.1,22.1,4.7,14,4,48,0.28,100,8.33,rain,,,42.5,28.7,206,1012.2,67.2,16,195.7,16.9,7,,2012-03-28T06:58:13,2012-03-28T19:28:24,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-03-29,20.5,11.4,15.5,20.5,11.4,15.5,3.1,44.1,0,0,0,,,,51.8,32.5,301.7,1011.1,27.2,16,274.9,23.8,9,,2012-03-29T06:56:39,2012-03-29T19:29:22,0.19,Partially cloudy,Clearing in the afternoon.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-03-30,11.9,6.5,9.3,11.9,4.3,8.5,1.6,58.7,0.01,100,4.17,rain,,,,19.6,67.7,1017.3,51.8,16,169.2,14.6,5,,2012-03-30T06:55:05,2012-03-30T19:30:20,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-03-31,17.7,9,12,17.7,6.5,11.6,7.5,74.2,0,0,0,,,,38.9,30.2,85.5,1009.7,83.3,15.9,137.3,11.8,5,,2012-03-31T06:53:32,2012-03-31T19:31:18,0.28,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-01,17,8.1,12.1,17,6.6,11.6,6.2,68.2,0.02,100,8.33,rain,,,,20,145.8,1009.6,90.9,16,244.9,21.2,8,,2012-04-01T06:51:59,2012-04-01T19:32:16,0.33,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-02,16,8.1,12.6,16,4.4,12,2,52.7,3.74,100,20.83,rain,,,47.3,34.3,254.1,1009.3,33.6,15,290.8,25.1,9,,2012-04-02T06:50:26,2012-04-02T19:33:14,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-03,22,5.5,14.1,22,5.5,13.9,-0.9,39.5,0.05,100,4.17,rain,,,29.5,16.3,184.1,1014.1,29.6,16,272.1,23.5,9,,2012-04-03T06:48:53,2012-04-03T19:34:11,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-04,24,11.7,17.9,24,11.7,17.9,5.8,47,0,0,0,,,,38.9,27.3,250.4,1005.6,71.9,16,160.9,14,5,,2012-04-04T06:47:21,2012-04-04T19:35:09,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-05,16.8,7.9,12.6,16.8,5.8,12.2,-1.8,37.5,0,0,0,,,,40.7,27.6,101,1010.7,57.8,16,191.4,16.5,6,,2012-04-05T06:45:49,2012-04-05T19:36:07,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-06,16.6,5.6,10.9,16.6,1.7,9.6,-3.5,38,0,0,0,,,,41.8,30.5,145.8,1016.1,18.3,16,300.3,25.9,9,,2012-04-06T06:44:17,2012-04-06T19:37:04,0.5,Clear,Clear conditions throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-07,18.1,6.4,12.7,18.1,3.5,11.9,-6.9,25.8,0,0,0,,,,44.8,27.5,260.5,1020.7,2.1,16,302.6,26.2,9,,2012-04-07T06:42:46,2012-04-07T19:38:02,0.51,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-08,22.9,8.8,15.8,22.9,8,15.7,-3.3,27.9,0,0,0,,,,48.9,29.7,280.3,1015.2,38.9,16,254.8,22,9,,2012-04-08T06:41:15,2012-04-08T19:39:00,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-09,20,11.7,15.4,20,11.7,15.4,-1.5,31.7,0.02,100,4.17,rain,,,66.9,46.6,298.6,1011.5,49.8,16,252.6,21.9,9,,2012-04-09T06:39:45,2012-04-09T19:39:58,0.55,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-10,19.8,7.5,13.3,19.8,5.7,12.8,-0.5,43,0,0,0,,,,50.4,33.3,280,1009.3,37.5,16,291.4,25.3,9,,2012-04-10T06:38:15,2012-04-10T19:40:55,0.6,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-11,13,4.9,8.2,13,2,5.9,-2.5,47.2,0.27,100,4.17,rain,,,44.7,28.1,303.5,1014.4,61.6,16,180.8,15.6,5,,2012-04-11T06:36:46,2012-04-11T19:41:53,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-12,15.9,5.9,10.7,15.9,2,9.4,-1,46.7,0,0,0,,,,41.9,29.3,322.5,1019.8,46.3,16,285.1,24.6,9,,2012-04-12T06:35:18,2012-04-12T19:42:51,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-13,18.8,6.7,12.9,18.8,4.6,12.3,-0.8,41,0,0,0,,,,31.3,17.8,283.5,1023.7,36.9,16,297.1,25.8,9,,2012-04-13T06:33:50,2012-04-13T19:43:49,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-14,23.2,7.8,15.7,23.2,5.9,15.3,4.3,49.9,0,0,0,,,,40.3,28.3,198.1,1021.9,65.9,15.9,253,21.8,9,,2012-04-14T06:32:22,2012-04-14T19:44:47,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-15,26.9,16,21.4,26.8,16,21.4,10.3,50.3,0,0,0,,,,38.7,25.3,202.3,1017.4,80,16,285.5,24.7,9,,2012-04-15T06:30:56,2012-04-15T19:45:45,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-16,31.1,17,24.2,30.1,17,24,14.1,56.1,0,0,0,,,,44.8,30.3,193,1015.7,46.7,15.9,296.9,25.6,9,,2012-04-16T06:29:30,2012-04-16T19:46:43,0.9,Partially cloudy,Clearing in the afternoon.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-17,24.9,17.5,21.3,24.9,17.5,21.3,5.9,39.2,0,0,0,,,,40.6,32.7,303,1020.7,53,16,227.1,19.6,8,,2012-04-17T06:28:04,2012-04-17T19:47:41,0.94,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-18,17.5,11.6,13.9,17.5,11.6,13.9,5,57.5,1.37,100,20.83,rain,,,,19.4,117.3,1023.1,97.4,15.9,87.7,7.5,4,,2012-04-18T06:26:40,2012-04-18T19:48:39,0.97,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-19,21.8,10.6,15.7,21.8,10.6,15.7,8,62.5,0.04,100,8.33,rain,,,,13.7,131,1019.2,55.6,14.7,233.1,20,7,,2012-04-19T06:25:16,2012-04-19T19:49:37,0.99,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-20,23.8,11.3,17.1,23.8,11.3,17.1,10.9,69.4,0,0,0,,,,35.3,17.9,147.2,1014.3,45.2,15.7,300.1,25.9,9,,2012-04-20T06:23:53,2012-04-20T19:50:35,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-21,27.7,14.1,19.5,26.9,14.1,19.5,13,69,2.04,100,8.33,rain,,,61.2,38.6,218.9,1007.5,65.3,15.5,268.7,23.1,9,,2012-04-21T06:22:31,2012-04-21T19:51:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-22,13.9,8.1,10.8,13.9,3.9,9,8.1,83.3,27.24,100,66.67,rain,,,49.1,36.4,180.3,1004.7,99,12.6,74.8,6.5,3,,2012-04-22T06:21:10,2012-04-22T19:52:31,0.01,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-23,9.1,5.7,7.1,6.3,1.7,3.8,3.2,76.6,2.83,100,37.5,rain,,,45.5,27.5,287.2,996.5,95,15.1,129.5,11.1,4,,2012-04-23T06:19:50,2012-04-23T19:53:29,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-24,16.9,5.7,11.5,16.9,2.7,10.5,-1.4,46.8,0,0,0,,,,38.7,27.5,227.7,1002.4,70.5,16,305.8,26.5,10,,2012-04-24T06:18:30,2012-04-24T19:54:27,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-25,21,6.6,14.5,21,6.2,14.4,0.6,43.9,0,0,0,,,,43.6,23.3,206.9,1010,59.1,16,321.3,27.7,10,,2012-04-25T06:17:12,2012-04-25T19:55:25,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-26,18.1,13.8,15.7,18.1,13.8,15.7,11.3,75.9,0.81,100,16.67,rain,,,38.9,27.1,174.7,1007.1,91.7,15.5,136.6,11.9,4,,2012-04-26T06:15:55,2012-04-26T19:56:23,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-27,17.8,9.9,13.8,17.8,7.5,13.7,0.1,40.3,0.02,100,4.17,rain,,,65.5,34.7,293.4,1015.9,43,16,307.4,26.7,10,,2012-04-27T06:14:38,2012-04-27T19:57:21,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-28,12.8,7.5,9.7,12.8,5.4,8.7,-0.7,49.6,1.57,100,20.83,rain,,,,19.4,185.1,1023.8,77.9,16,217.1,18.9,8,,2012-04-28T06:13:23,2012-04-28T19:58:18,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-29,21.7,8,13.8,21.7,6.5,13.4,4.7,59.3,2.22,100,25,rain,,,,19.9,161.3,1022.6,75,14.8,320.4,27.6,10,,2012-04-29T06:12:09,2012-04-29T19:59:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-04-30,19.1,9.8,14.1,19.1,7.6,13.9,5.8,58.1,0,0,0,,,,,16.6,119.6,1024.1,87.2,15.9,199.9,17.3,7,,2012-04-30T06:10:56,2012-04-30T20:00:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-01,28.1,15.7,21.5,28.3,15.7,21.5,14.6,66.6,3.67,100,12.5,rain,,,35.3,18.4,195.7,1016.4,88.1,15.6,202.3,17.6,6,,2012-05-01T06:09:44,2012-05-01T20:01:12,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-02,22.9,15.7,19.1,22.9,15.7,19.1,15.6,80.4,0.6,100,8.33,rain,,,,16.4,63.8,1017.8,86.4,13.5,183,15.7,6,,2012-05-02T06:08:33,2012-05-02T20:02:09,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-03,26.8,13.1,18.7,27.8,13.1,18.8,14.5,77.6,0,0,0,,,,,15.7,146.4,1019.5,87.6,14.4,291.9,25.2,9,,2012-05-03T06:07:24,2012-05-03T20:03:06,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-04,28.7,18.6,22.3,29.2,18.6,22.4,17.1,73.8,3.73,100,12.5,rain,,,59.4,24.6,180.8,1014.7,81.9,15.5,185.1,15.8,5,,2012-05-04T06:06:15,2012-05-04T20:04:04,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-05,28,17.8,21.9,28.9,17.8,22,17.3,75.8,0,0,0,,,,31.3,24.3,64.2,1012.4,72.1,14.9,222.1,19.1,8,,2012-05-05T06:05:08,2012-05-05T20:05:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-06,21.7,15.9,19,21.7,15.9,19,14.2,74.5,0,0,0,,,,,17.3,77.1,1017.3,96,15.4,253.3,22,8,,2012-05-06T06:04:02,2012-05-06T20:05:58,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-07,22,13.7,17.6,22,13.7,17.6,11,67.1,0,0,0,,,,35.3,24.4,165,1018.5,93.3,16,225.9,19.7,7,,2012-05-07T06:02:58,2012-05-07T20:06:54,0.52,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-08,22.9,15.9,19.9,22.9,15.9,19.9,14,69.2,0.85,100,20.83,rain,,,40.7,27.5,187.8,1013.2,97.7,15.8,227.1,19.8,7,,2012-05-08T06:01:55,2012-05-08T20:07:51,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-09,23.7,14.8,19.8,23.7,14.8,19.8,14.9,74.6,13.08,100,41.67,rain,,,53.3,29.7,237.3,1007.2,98,14,152.1,13,6,,2012-05-09T06:00:53,2012-05-09T20:08:47,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-10,20.6,13,16.2,20.6,13,16.2,6.5,55.8,0.55,100,25,rain,,,54,34.7,314.8,1007.4,45.9,16,340.6,29.4,10,,2012-05-10T05:59:53,2012-05-10T20:09:43,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-11,22.8,11.5,17.3,22.8,11.5,17.3,1.9,37.3,0,0,0,,,,44.9,26.8,299.1,1018.9,11,16,352.7,30.5,10,,2012-05-11T05:58:54,2012-05-11T20:10:38,0.68,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-12,25.7,11.6,19,25.7,11.6,19,7.1,48.4,0,0,0,,,,,12.9,222.4,1024.3,53.6,16,276.3,23.8,9,,2012-05-12T05:57:57,2012-05-12T20:11:33,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-13,26.8,16.5,21.4,26.9,16.5,21.4,12.6,58.1,0,0,0,,,,37.1,26.7,194.7,1021.7,84.9,16,255.3,22.2,9,,2012-05-13T05:57:01,2012-05-13T20:12:28,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-14,22,17,19.5,22,17,19.5,15.7,79.3,4.71,100,29.17,rain,,,,21.9,158.1,1018.9,98.2,14.2,143.2,12.4,6,,2012-05-14T05:56:06,2012-05-14T20:13:23,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-15,25.8,19,21.7,25.8,19,21.7,17.9,79.8,20.74,100,41.67,rain,,,42.5,17.1,180.2,1014.4,93.7,14.6,275.9,23.7,10,,2012-05-15T05:55:14,2012-05-15T20:14:17,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-16,27,18,22.7,27.3,18,22.7,16.3,69.9,0.01,100,4.17,rain,,,,17.3,222.1,1013.2,78.7,15.9,237.7,20.7,9,,2012-05-16T05:54:22,2012-05-16T20:15:10,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-17,24,17,20.5,24,17,20.5,9.8,53,0,0,0,,,,38.4,28.7,117.8,1017.7,49.3,16,326.5,28,10,,2012-05-17T05:53:33,2012-05-17T20:16:03,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-18,24,12.5,18.9,24,12.5,18.9,8.4,53.2,0,0,0,,,,,20.8,67.3,1021,57.1,16,311.8,26.8,9,,2012-05-18T05:52:45,2012-05-18T20:16:56,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-19,27.7,12.7,20.7,27,12.7,20.5,8.3,46.7,0,0,0,,,,,11,104.3,1020.8,63.5,16,347.9,30.2,10,,2012-05-19T05:51:58,2012-05-19T20:17:48,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-20,26.7,15.5,21.8,26.6,15.5,21.8,11.5,53.8,0,0,0,,,,38.9,26.5,101.4,1020.7,68.7,15.9,333.5,28.7,10,,2012-05-20T05:51:14,2012-05-20T20:18:39,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-21,23.9,18.8,20.7,23.9,18.8,20.7,17.6,82.7,1.24,100,45.83,rain,,,35.3,23.8,102.6,1016,97.2,12.1,196,17,6,,2012-05-21T05:50:30,2012-05-21T20:19:30,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-22,26.6,18.8,21.6,26.6,18.8,21.6,17.3,77.2,0.36,100,16.67,rain,,,,16,76.8,1011.4,91.7,15.6,225.5,19.3,8,,2012-05-22T05:49:49,2012-05-22T20:20:20,0.01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-23,26.5,19,22.2,26.5,19,22.2,18,77.7,7.21,100,20.83,rain,,,,15,151.6,1012.4,92.4,15.5,176.3,15.2,6,,2012-05-23T05:49:09,2012-05-23T20:21:09,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-24,27.9,20.6,23.6,28.8,20.6,23.8,18,72.3,0.03,100,8.33,rain,,,35.3,23.5,139.7,1017.4,77.3,14.2,310.8,26.9,9,,2012-05-24T05:48:32,2012-05-24T20:21:58,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-25,29.8,21.8,24.9,31.4,21.8,25.5,19.9,75.2,0,0,0,,,,,18,148.4,1019.8,63.9,15.9,325.6,28.2,10,,2012-05-25T05:47:55,2012-05-25T20:22:45,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-26,30,21.4,25.4,32,21.4,26.2,20.1,74,0,0,0,,,,,17.7,180.4,1020.6,58.8,16,318.5,27.5,9,,2012-05-26T05:47:21,2012-05-26T20:23:32,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-27,30,21.1,25.5,31.3,21.1,26.1,19.4,70.4,1.19,100,8.33,rain,,,55.7,20.1,199.1,1020.1,56,15.8,331.9,28.6,10,,2012-05-27T05:46:48,2012-05-27T20:24:18,0.18,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-28,32.1,20.9,26.5,35.8,20.9,28.2,20,68.1,0.02,100,4.17,rain,,,,21.6,189.7,1015.9,54.4,16,306.5,26.4,9,,2012-05-28T05:46:18,2012-05-28T20:25:04,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-29,32,22,27.2,34.7,22,28.3,20.5,68.3,12.22,100,12.5,rain,,,56.6,33.1,196.9,1010.9,37.2,15.4,336.6,29.1,10,,2012-05-29T05:45:49,2012-05-29T20:25:48,0.28,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-30,27.9,21,24,28.2,21,24,17.2,67.8,0.09,100,12.5,rain,,,,17.7,247.3,1008.4,81.2,16,245,21.2,8,,2012-05-30T05:45:22,2012-05-30T20:26:31,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-05-31,29,20.7,24.9,28,20.7,24.6,12.7,49.6,0,0,0,,,,31.3,24.8,191.8,1010,34.1,16,348.8,30.3,10,,2012-05-31T05:44:56,2012-05-31T20:27:13,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-06-01,27.7,19.8,23.3,28.9,19.8,23.6,18.4,75.1,18.11,100,29.17,rain,,,76,44.5,131.7,1009.6,91.8,13,228.6,19.8,8,,2012-06-01T05:44:33,2012-06-01T20:27:54,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-06-02,23.1,15.9,20,23.1,15.9,20,10.2,56.3,0.7,100,4.17,rain,,,40.7,24.1,271.5,1008.8,56.5,15.9,338.2,29.2,10,,2012-06-02T05:44:11,2012-06-02T20:28:34,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-06-03,26,14,20.9,26,14,20.9,9.5,50.4,0,0,0,,,,38.9,24.7,218.8,1009.4,53.3,16,336.6,29,10,,2012-06-03T05:43:51,2012-06-03T20:29:13,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-06-04,23.7,16.6,20.7,23.7,16.6,20.7,9.4,49.5,0,0,0,,,,48,32.7,258.5,1005.4,70.7,16,302.7,25.9,9,,2012-06-04T05:43:34,2012-06-04T20:29:51,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-06-05,20.8,14.9,17.8,20.8,14.9,17.8,10,62,0,0,0,,,,,26,62.7,1011.7,93.4,16,217.7,18.9,8,,2012-06-05T05:43:17,2012-06-05T20:30:27,0.51,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-06-06,23.1,13.8,18.5,23.1,13.8,18.5,10.6,62.3,0.75,100,8.33,rain,,,,19.8,110.8,1015.6,82.3,15.9,267,23.1,8,,2012-06-06T05:43:03,2012-06-06T20:31:03,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-06-07,27.8,13.8,20.9,27,13.8,20.8,11.1,57.5,0.33,100,4.17,rain,,,37.1,21.2,275.2,1015.9,49,16,321.2,27.8,10,,2012-06-07T05:42:51,2012-06-07T20:31:37,0.56,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-06-08,29,15.7,23.2,27.8,15.7,22.9,10.6,47.6,0,0,0,,,,35.3,25.1,287.6,1015.2,38.8,16,353.4,30.3,10,,2012-06-08T05:42:41,2012-06-08T20:32:09,0.61,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
